asset,range,pred_WTURPower
A001,3600,0.27990871973885123
A001,4200,0.2832982181970836
A001,4800,0.28530115769107417
A001,5400,0.2859933398274451
A001,6000,0.2854505662128189
A001,6600,0.2837486384538179
A001,7200,0.2809633581570642
A001,7800,0.2771705269291803
A001,8400,0.27244594637678854
A001,9000,0.2668654181065111
A001,9600,0.26050474372497034
A001,10200,0.25343972483878857
A001,10800,0.2457461630545881
A001,11400,0.2375489269856242
A001,12000,0.22916915327168355
A001,12600,0.22097704555918596
A001,13200,0.213342807494551
A001,13800,0.2066366427241984
A001,14400,0.20122875489454786
A001,15000,0.1973132922338668
A001,15600,0.1943801812978137
A001,16200,0.19174329322389466
A001,16800,0.18871649914961594
A001,17400,0.18461367021248376
A001,18000,0.1787486775500043
A001,18600,0.17058886797958256
A001,19200,0.16021549103821914
A001,19800,0.1478632719428134
A001,20400,0.13376693591026478
A001,21000,0.11816120815747268
A001,21600,0.10128081390133647
A001,22200,0.08350052272985642
A001,22800,0.06575528171543603
A001,23400,0.049120082301579694
A001,24000,0.034669915931791764
A001,24600,0.023479774049576622
A001,25200,0.016624648098438614
A001,25800,0.014687831981668748
A001,26400,0.016285829441704525
A001,27000,0.019543446680770068
A001,27600,0.022585489901089512
A001,28200,0.02353676530488699
A001,28800,0.02052207909438663
A001,29400,0.012304543467941943
A001,30000,0.00020049460842402712
A001,30600,-0.013835425305166665
A001,31200,-0.027848574093829664
A001,31800,-0.039884309578564515
A001,32400,-0.04798798958037073
A001,33000,-0.05078616154246679
A001,33600,-0.049230131396946944
A001,34200,-0.044852394698124375
A001,34800,-0.03918544700031227
A001,35400,-0.0337617838578238
A001,36000,-0.030113900824972173
A001,36600,-0.029329652022065437
A001,37200,-0.03071832583339121
A001,37800,-0.03314456920923198
A001,38400,-0.03547302909987023
A001,39000,-0.036568352455588475
A001,39600,-0.035295186226669197
A001,40200,-0.0308986719794465
A001,40800,-0.024145929744461073
A001,41400,-0.0161845741683052
A001,42000,-0.008162219897571156
A001,42600,-0.0012264815788512523
A001,43200,0.00347502614126222
A001,43800,0.005072965994074215
A001,44400,0.0038111102224786227
A001,45000,0.00021150844726660446
A001,45600,-0.005203789710770701
A001,46200,-0.011912734630842154
