asset,range,pred_WTURPower
A001,3600,0.41694019400406174
A001,4200,0.39845159283269804
A001,4800,0.3845597137604178
A001,5400,0.3747846594671581
A001,6000,0.36864653263285646
A001,6600,0.3656654359374502
A001,7200,0.3653614720608764
A001,7800,0.36725474368307265
A001,8400,0.37086535348397615
A001,9000,0.37571340414352417
A001,9600,0.3813189983416541
A001,10200,0.3872022387583032
A001,10800,0.3928832280734088
A001,11400,0.3979265384814832
A001,12000,0.4020746202353387
A001,12600,0.40511439310236247
A001,13200,0.40683277684994174
A001,13800,0.40701669124546375
A001,14400,0.40545305605631593
A001,15000,0.40193362033642127
A001,15600,0.39626945028584815
A001,16200,0.3882764413912004
A001,16800,0.377770489139082
A001,17400,0.3645674890160972
A001,18000,0.34848333650885005
A001,18600,0.3295004240576351
A001,19200,0.3082671319175093
A001,19800,0.2855983372972205
A001,20400,0.2623089174055161
A001,21000,0.23921374945114368
A001,21600,0.21712771064285083
A001,22200,0.19671753399028466
A001,22800,0.17805737570669017
A001,23400,0.161073247806212
A001,24000,0.1456911623029946
A001,24600,0.13183713121118257
A001,25200,0.11943716654492041
A001,25800,0.10842636767997485
A001,26400,0.09877618343860135
A001,27000,0.09046715000467748
A001,27600,0.08347980356208086
A001,28200,0.07779468029468906
A001,28800,0.0733923163863797
A001,29400,0.0701617752783557
A001,30000,0.06762622944112125
A001,30600,0.0652173786025059
A001,31200,0.06236692249033914
A001,31800,0.058506560832450524
A001,32400,0.05306799335666957
A001,33000,0.04574199936581266
A001,33600,0.037255676462643744
A001,34200,0.028595201824913583
A001,34800,0.020746752630372962
A001,35400,0.014696506056772682
A001,36000,0.011430639281863525
A001,36600,0.011597996405167059
A001,37200,0.014498089213287954
A001,37800,0.01909309641460166
A001,38400,0.024345196717483617
A001,39000,0.029216568830309285
A001,39600,0.03266939146145412
A001,40200,0.033956851187208606
A001,40800,0.03349616605552351
A001,41400,0.03199556198226463
A001,42000,0.030163264883297763
A001,42600,0.028707500674488726
A001,43200,0.028336495271703316
A001,43800,0.02953641387467814
A001,44400,0.03190517881863298
A001,45000,0.034818651722658425
A001,45600,0.03765269420584506
A001,46200,0.039783167887283456
A001,46800,0.040585934386064226
A001,47400,0.039619476572936255
A001,48000,0.03717276232528173
A001,48600,0.03371738077214119
A001,49200,0.02972492104255511
A001,49800,0.025666972265564025
A001,50400,0.022015123570208434
A001,51000,0.01911161607885185
A001,51600,0.016781298887149788
A001,52200,0.014719673084080743
A001,52800,0.01262223975862322
A001,53400,0.010184499999755726
A001,54000,0.0071019548964567645
A001,54600,0.0034963272776468565
A001,55200,0.0011942269320146053
A001,55800,0.002448485388190629
A001,56400,0.009511934174805545
A001,57000,0.024637404820489966
A001,57600,0.050077728853874515
A001,58200,0.08706960320928957
A001,58800,0.1327851864438645
A001,59400,0.18338050252042853
A001,60000,0.2350115754018107
A001,60600,0.2838344290508403
A001,61200,0.3260050874303464
A001,61800,0.35893269598337113
A001,62400,0.3850388860738093
A001,63000,0.4079984105457686
A001,63600,0.4314860222433565
A001,64200,0.45917647401068096
A001,64800,0.4947445186918495
A001,65400,0.5403674434650205
A001,66000,0.5922326728445554
A001,66600,0.6450301656788662
A001,67200,0.6934498808163647
A001,67800,0.7321817771054632
A001,68400,0.7559158133945736
A001,69000,0.7611600390832658
A001,69600,0.7516948657757413
A001,70200,0.7331187956273599
A001,70800,0.711030330793481
A001,71400,0.691027973429464
