asset,range,pred_WTURPower
A001,3600,-0.054068876183305414
A001,4200,-0.07158115509471161
A001,4800,-0.08159243905646514
A001,5400,-0.08529396597416838
A001,6000,-0.08387697375342373
A001,6600,-0.07853270029983364
A001,7200,-0.07045238351900035
A001,7800,-0.060827261316526354
A001,8400,-0.05084857159801402
A001,9000,-0.04170755226906572
A001,9600,-0.03459544123528384
A001,10200,-0.030703476402270783
A001,10800,-0.031222895675628914
A001,11400,-0.036856712255962785
A001,12000,-0.04635504052388549
A001,12600,-0.057979770155012315
A001,13200,-0.06999279082495848
A001,13800,-0.08065599220933928
A001,14400,-0.08823126398376996
A001,15000,-0.09145329380567851
A001,15600,-0.09094796125974389
A001,16200,-0.08781394391245778
A001,16800,-0.08314991933031181
A001,17400,-0.07805456507979772
A001,18000,-0.07362655872740713
A001,18600,-0.07075901764031532
A001,19200,-0.06952281838843181
A001,19800,-0.06978327734234974
A001,20400,-0.07140571087266219
A001,21000,-0.07425543534996229
A001,21600,-0.07819776714484315
A001,22200,-0.08299022289424786
A001,22800,-0.08795912030051949
A001,23400,-0.09232297733235104
A001,24000,-0.09530031195843555
A001,24600,-0.09610964214746609
A001,25200,-0.09396948586813568
A001,25800,-0.08844802264802222
A001,26400,-0.0805120782502429
A001,27000,-0.07147813999679993
A001,27600,-0.06266269520969536
A001,28200,-0.05538223121093131
A001,28800,-0.05095323532250989
A001,29400,-0.050274460506792844
A001,30000,-0.05257372228758037
A001,30600,-0.05666110182903228
A001,31200,-0.06134668029530841
A001,31800,-0.06544053885056858
A001,32400,-0.06775275865897262
A001,33000,-0.06738069667649955
A001,33600,-0.06457081302640524
A001,34200,-0.059856843623764755
A001,34800,-0.053772524383653146
A001,35400,-0.04685159122114549
A001,36000,-0.03962778005131684
A001,36600,-0.03259996651247741
A001,37200,-0.02612758513587796
A001,37800,-0.02053521017600439
A001,38400,-0.016147415887342597
A001,39000,-0.013288776524378482
A001,39600,-0.012283866341597949
A001,40200,-0.013363026413115603
A001,40800,-0.016379665091560882
A001,41400,-0.021092957549191924
A001,42000,-0.027262078958266874
A001,42600,-0.034646204491043886
A001,43200,-0.04300450931978109
A001,43800,-0.05198765553565343
A001,44400,-0.06081225290550312
A001,45000,-0.06858639811508915
A001,45600,-0.07441818785017051
A001,46200,-0.0774157187965062
A001,46800,-0.07668708763985525
A001,47400,-0.07181067807785112
A001,48000,-0.06424602185562527
A001,48600,-0.055922937730183635
A001,49200,-0.04877124445853214
A001,49800,-0.044720760797676715
A001,50400,-0.04570130550462331
A001,51000,-0.05299043027259532
A001,51600,-0.06525661853968594
A001,52200,-0.08051608668020586
A001,52800,-0.09678505106846573
A001,53400,-0.11207972807877627
A001,54000,-0.1244163340854481
A001,54600,-0.13229402914931507
A001,55200,-0.13614374807730367
A001,55800,-0.13687936936286366
A001,56400,-0.1354147714994446
A001,57000,-0.1326638329804962
A001,57600,-0.12954043229946813
A001,58200,-0.12674471034459123
A001,58800,-0.12412185758322107
A001,59400,-0.12130332687749429
A001,60000,-0.11792057108954758
A001,60600,-0.11360504308151766
A001,61200,-0.10798819571554118
A001,61800,-0.10085940861947258
A001,62400,-0.09263976848403721
A001,63000,-0.0839082887656781
A001,63600,-0.07524398292083828
A001,64200,-0.06722586440596083
A001,64800,-0.06043294667748876
A001,65400,-0.05527146373541937
A001,66000,-0.051456531753966826
A001,66600,-0.04853048745089949
A001,67200,-0.04603566754398575
A001,67800,-0.043514408750993994
A001,68400,-0.04050904778969261
A001,69000,-0.036672976054474504
A001,69600,-0.03210380364623081
A001,70200,-0.027010195342477186
A001,70800,-0.021600815920729276
A001,71400,-0.016084330158502757
A001,72000,-0.010669402833313272
A001,72600,-0.005512968305034259
A001,73200,-0.00056503926297023
A001,73800,0.004276102021216534
A001,74400,0.009112173275863751
A001,75000,0.014044892229309143
A001,75600,0.019175976609890427
A001,76200,0.024478134969726426
A001,76800,0.029408039156060436
A001,77400,0.03329335183991685
A001,78000,0.03546173569232008
A001,78600,0.035240853384294515
A001,79200,0.03195836758686457
A001,79800,0.025192786255392022
A001,80400,0.015525998482588284
A001,81000,0.003790738645502137
A001,81600,-0.00918025887881763
A001,82200,-0.02255425971332223
A001,82800,-0.03549852948096288
A001,83400,-0.0472330995382483
A001,84000,-0.057189064175917306
A001,84600,-0.06485028341826621
A001,85200,-0.06970061728959134
A001,85800,-0.07122392581418906
A001,86400,-0.06890406901635564
A001,87000,-0.06246993750769358
A001,87600,-0.05263054424902984
A001,88200,-0.040339932788497575
A001,88800,-0.026552146674229907
A001,89400,-0.012221229454359939
A001,90000,0.0016987753229791864
A001,90600,0.014480188805848646
A001,91200,0.026300790927086773
A001,91800,0.03756472631572622
A001,92400,0.04867613960079961
A001,93000,0.06003917541133961
A001,93600,0.07205797837637883
A001,94200,0.0849154321512089
A001,94800,0.09790937649615747
A001,95400,0.11011639019781118
A001,96000,0.12061305204275659
A001,96600,0.12847594081758038
A001,97200,0.13278163530886916
A001,97800,0.13270734941888607
A001,98400,0.1278328375126005
A001,99000,0.11783848907065844
A001,99600,0.10240469357370574
A001,100200,0.08121184050238835
A001,100800,0.05394031933735217
A001,101400,0.021032790706748322
A001,102000,-0.01401900017125134
A001,102600,-0.046961036930969785
A001,103200,-0.07353930320673002
A001,103800,-0.08949978263285503
A001,104400,-0.09058845884366779
A001,105000,-0.07430681988178466
A001,105600,-0.04517837142299567
A001,106200,-0.009482123551384346
A001,106800,0.026502913648965877
A001,107400,0.05649773009397159
A001,108000,0.07422331569954932
A001,108600,0.07524388607326753
A001,109200,0.062496559589302766
A001,109800,0.04076168031348347
A001,110400,0.014819592311638092
A001,111000,-0.010549360350404938
A001,111600,-0.030564833606817155
A001,112200,-0.04163294668346082
A001,112800,-0.04490567197296123
A001,113400,-0.04272144515963441
A001,114000,-0.037418701927796366
A001,114600,-0.031335877961763126
A001,115200,-0.02681140894585071
A001,115800,-0.025704217210393517
A001,116400,-0.027955171669799442
A001,117000,-0.03302562788449475
A001,117600,-0.04037694141490572
A001,118200,-0.04947046782145862
A001,118800,-0.05976756266457972
A001,119400,-0.07065837444841254
A001,120000,-0.08124822345196961
A001,120600,-0.09057122289798075
A001,121200,-0.09766148600917574
A001,121800,-0.10155312600828435
A001,122400,-0.10128025611803641
A001,123000,-0.0962526997074766
A001,123600,-0.0873831207309094
A001,124200,-0.07595989328895414
A001,124800,-0.0632713914822302
A001,125400,-0.05060598941135694
A001,126000,-0.039252061176953734
A001,126600,-0.030205622565417367
A001,127200,-0.023293256106254438
A001,127800,-0.018049186014748916
A001,128400,-0.014007636506184815
A001,129000,-0.01070283179584614
A001,129600,-0.007668996099016889
A001,130200,-0.004526775537756375
A001,130800,-0.0012425038612251605
A001,131400,0.0021310632746408863
A001,132000,0.005541170213905896
A001,132600,0.008935061300634
A001,133200,0.012259980878889326
A001,133800,0.015512740554013717
A001,134400,0.018888420976459864
A001,135000,0.022631670057958176
A001,135600,0.026987135710239047
A001,136200,0.0321994658450329
A001,136800,0.03851330837407013
A001,137400,0.04618052503299877
A001,138000,0.05548183285313739
A001,138600,0.06670516268972218
A001,139200,0.08013844539798934
A001,139800,0.09606961183317506
A001,140400,0.11478659285051554
A001,141000,0.13638890426728303
A001,141600,0.1602224017488942
A001,142200,0.1854445259228018
A001,142800,0.2112127174164585
A001,143400,0.23668441685731706
A001,144000,0.2610170648728303
A001,144600,0.28342188333088175
A001,145200,0.30332521906108006
A001,145800,0.3202072001334646
A001,146400,0.33354795461807474
A001,147000,0.34282761058495004
A001,147600,0.3475262961041298
A001,148200,0.3476696848686105
A001,148800,0.34546563306321654
A001,149400,0.34366754249572934
A001,150000,0.3450288149739301
A001,150600,0.3523028523056004
A001,151200,0.3682430562985214
A001,151800,0.3944794034706733
A001,152400,0.4281481691808315
A001,153000,0.4652622034979704
A001,153600,0.501834356491064
A001,154200,0.5338774782290867
A001,154800,0.5574044187810125
A001,155400,0.5695645970934495
A001,156000,0.57205370762354
A001,156600,0.5677040137060597
A001,157200,0.5593477786757848
A001,157800,0.5498172658674911
A001,158400,0.5419447386159545
A001,159000,0.5379569311091797
A001,159600,0.537658460948086
A001,160200,0.5402484165868214
A001,160800,0.5449258864795343
A001,161400,0.5508899590803726
A001,162000,0.5573397228434844
A001,162600,0.5636554621403633
A001,163200,0.5699422450118855
A001,163800,0.5764863354162725
A001,164400,0.5835739973117459
A001,165000,0.5914914946565275
A001,165600,0.6005250914088389
A001,166200,0.6109394105831696
A001,166800,0.6229125114190809
A001,167400,0.6366008122124023
A001,168000,0.6521607312589628
A001,168600,0.6697486868545921
A001,169200,0.6895210972951193
A001,169800,0.7115188271227314
A001,170400,0.7353205258650477
A001,171000,0.760389289296045
A001,171600,0.7861882131897003
A001,172200,0.8121803933199905
A001,172800,0.8378289254608926
A001,173400,0.862685728316473
A001,174000,0.8866580123111564
A001,174600,0.9097418107994577
A001,175200,0.9319331571358911
A001,175800,0.9532280846749713
A001,176400,0.9736226267712126
A001,177000,0.9931178161148093
A001,177600,1.0117346827386764
A001,178200,1.0294992560114093
A001,178800,1.0464375653016018
A001,179400,1.0625756399778492
A001,180000,1.0779395094087465
A001,180600,1.092199259705617
A001,181200,1.103601203950699
A001,181800,1.1100357119689601
A001,182400,1.1093931535853674
A001,183000,1.099563898624888
A001,183600,1.078438316912489
A001,184200,1.0448875394913661
A001,184800,1.0017057422776303
A001,185400,0.9526678624056207
A001,186000,0.9015488370096761
A001,186600,0.852123603224136
A001,187200,0.8081670981833394
A001,187800,0.7725119473972156
A001,188400,0.7442215298780545
A001,189000,0.7214169130137362
A001,189600,0.7022191641921401
A001,190200,0.6847493508011465
A001,190800,0.6671285402286353
A001,191400,0.6479887931422887
A001,192000,0.6280061433290001
A001,192600,0.6083676178554648
A001,193200,0.5902602437883785
A001,193800,0.574871048194437
A001,194400,0.5633870581403356
A001,195000,0.5567798607537594
A001,195600,0.5551592834063503
A001,196200,0.5584197135307394
A001,196800,0.566455538559558
A001,197400,0.5791611459254372
A001,198000,0.5964309230610082
A001,198600,0.6180304761013954
A001,199200,0.6432102859916958
A001,199800,0.6710920523794996
A001,200400,0.700797474912397
A001,201000,0.7314482532379782
A001,201600,0.7621660870038334
A001,202200,0.7920167744534352
A001,202800,0.8198425082137851
A001,203400,0.8444295795077674
A001,204000,0.864564279558266
A001,204600,0.8790328995881654
A001,205200,0.8866217308203491
A001,205800,0.8866607199457774
A001,206400,0.8806544355277129
A001,207000,0.8706511015974947
A001,207600,0.8586989421864613
A001,208200,0.8468461813259514
A001,208800,0.8371410430473036
A001,209400,0.830962163512035
A001,210000,0.827009827402375
A001,210600,0.8233147315307312
A001,211200,0.817907572709511
A001,211800,0.808819047751122
A001,212400,0.7940798534679719
A001,213000,0.7725012485254252
A001,213600,0.746016739000676
A001,214200,0.717340392823875
A001,214800,0.6891862779251731
A001,215400,0.664268462234721
A001,216000,0.64530101368267
A001,216600,0.634138158021256
A001,217200,0.6291947522910565
A001,217800,0.6280258113547341
A001,218400,0.6281863500749517
A001,219000,0.6272313833143719
A001,219600,0.6227159259356575
A001,220200,0.612862632652591
A001,220800,0.5985647175834354
A001,221400,0.5813830346975739
A001,222000,0.5628784379643892
A001,222600,0.544611781353264
A001,223200,0.5281439188335817
A001,223800,0.5146070331007372
A001,224400,0.5034186217541757
A001,225000,0.4935675111193545
A001,225600,0.4840425275217309
A001,226200,0.47383249728676224
A001,226800,0.461926246739906
A001,227400,0.4476215201831785
A001,228000,0.43145173382483387
A001,228600,0.41425922184968506
A001,229200,0.396886318442545
A001,229800,0.380175357788227
A001,230400,0.3649686740715439
A001,231000,0.35200693774282965
A001,231600,0.34162416431450143
A001,232200,0.3340527055644973
A001,232800,0.32952491327075517
A001,233400,0.32827313921121315
A001,234000,0.3305297351638091
A001,234600,0.3364064701453243
A001,235200,0.3455327821279126
A001,235800,0.3574175263225712
A001,236400,0.371569557940297
A001,237000,0.3874977321920872
A001,237600,0.40471090428893897
A001,238200,0.422649452941093
A001,238800,0.4404798508557658
A001,239400,0.4573000942394177
A001,240000,0.47220817929850883
A001,240600,0.4843021022394993
A001,241200,0.4926798592688495
A001,241800,0.49668792939192224
A001,242400,0.49666672280969115
A001,243000,0.4932051325220324
A001,243600,0.4868920515288222
A001,244200,0.47831637282993683
A001,244800,0.4680669894252526
A001,245400,0.4567629997234343
A001,246000,0.4451443237683018
A001,246600,0.43398108701246363
A001,247200,0.4240434149085282
A001,247800,0.4161014329091041
A001,248400,0.41092526646679983
A001,249000,0.40892483785297506
A001,249600,0.4090692566139945
A001,250200,0.4099674291149743
A001,250800,0.41022826172103016
A001,251400,0.4084606607972782
A001,252000,0.4032735327088344
A001,252600,0.39376066101827495
A001,253200,0.38095533807801707
A001,253800,0.36637573343793833
A001,254400,0.35154001664791623
A001,255000,0.33796635725782836
A001,255600,0.32717292481755217
A001,256200,0.3203054397226129
A001,256800,0.3170198257511268
A001,257400,0.316599557526858
A001,258000,0.3183281096735702
A001,258600,0.32148895681502754
A001,259200,0.32536557357499407
A001,259800,0.32928922632316726
A001,260400,0.3327823484129799
A001,261000,0.33541516494379814
A001,261600,0.3367579010149883
A001,262200,0.3363807817259168
A001,262800,0.3338540321759499
A001,263400,0.32894095891716324
A001,264000,0.32217719431247127
A001,264600,0.3142914521774973
A001,265200,0.30601244632786495
A001,265800,0.2980688905791978
A001,266400,0.2911894987471195
A001,267000,0.2860184798435941
A001,267600,0.2828620236659478
A001,268200,0.28194181520784733
A001,268800,0.28347953946295945
A001,269400,0.28769688142495076
A001,270000,0.29481552608748807
A001,270600,0.30494992522934955
A001,271200,0.3177855977697599
A001,271800,0.3329008294130554
A001,272400,0.3498739058635719
A001,273000,0.36828311282564585
A001,273600,0.3877067360036135
A001,274200,0.4075184729373289
A001,274800,0.42627366850871923
A001,275400,0.4423230794352294
A001,276000,0.4540174624343044
A001,276600,0.45970757422338954
A001,277200,0.45774417151992963
A001,277800,0.4472986072261327
A001,278400,0.43082461898325863
A001,279000,0.4115965406173302
A001,279600,0.3928887059543701
A001,280200,0.377975448820401
A001,280800,0.3701311030414459
A001,281400,0.3717383976425319
A001,282000,0.3816136424447043
A001,282600,0.3976815424680128
A001,283200,0.41786680273250726
A001,283800,0.44009412825823735
A001,284400,0.46228822406525294
A001,285000,0.4827456230868452
A001,285600,0.501250169909271
A001,286200,0.5179575370320287
A001,286800,0.5330233969546165
A001,287400,0.546603422176533
A001,288000,0.5588532851972766
A001,288600,0.569848149182518
A001,289200,0.579341139962619
A001,289800,0.5870048740341144
A001,290400,0.592511967893538
A001,291000,0.5955350380374247
A001,291600,0.5957467009623088
A001,292200,0.5929086551373964
A001,292800,0.5871389269225831
A001,293400,0.5786446246504355
A001,294000,0.5676328566535206
A001,294600,0.5543107312644058
A001,295200,0.538885356815658
A001,295800,0.5215621402930378
A001,296400,0.5025396832950819
A001,297000,0.48201488607352067
A001,297600,0.46018464888008415
A001,298200,0.4372458719665029
A001,298800,0.41339545558450713
A001,299400,0.38896974995387773
A001,300000,0.3648629051665988
A001,300600,0.34210852128270486
A001,301200,0.3217401983622304
A001,301800,0.30479153646521007
A001,302400,0.2922961356516785
A001,303000,0.28489455612621617
A001,303600,0.2816551986715874
A001,304200,0.28125342421510263
A001,304800,0.28236459368407213
